lon,lat,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,nbr_丰台区 ,nbr_大兴区 ,nbr_密云县 ,nbr_平谷区 ,nbr_延庆县 ,nbr_怀柔区 ,nbr_房山区,nbr_昌平区,nbr_朝阳区 ,nbr_海淀区,nbr_石景山区,nbr_西城区,nbr_通州区 ,nbr_门头沟区 ,nbr_顺义区 ,rt_Private room,rt_Shared room
116.4929,39.96519,429,1,19,1.52,24,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.48178,39.97099,456,1,2,0.68,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.39946,40.17844,1000,1,6,0.48,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
116.50319,39.97135,369,1,10,0.85,24,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.42976000000002,39.95387,389,2,0,0.0,10,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.55209,39.90394000000001,369,2,0,0.0,10,322,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.50252,39.91,181,2,16,1.33,1,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
116.54699,39.9053,289,2,2,0.17,10,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.27469,39.91318,530,1,5,0.62,12,360,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.46452,39.89502,785,1,11,0.93,16,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.36041000000002,39.86808,268,1,42,3.33,1,156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.57918,39.90631,369,2,1,0.1,10,354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117.27039,40.64782,557,1,2,0.18,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117.26919,40.6471,597,1,1,0.08,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.47625,40.46913,550,1,2,0.17,6,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.58965,39.92082,295,1,5,0.4,2,353,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.53992,40.08767,403,1,20,1.6,1,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116.72287,39.95152,295,1,0,0.0,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.72431,39.9513,295,1,0,0.0,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
115.79489,40.44924,1402,1,0,0.0,21,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116.22751,40.45701,1678,1,0,0.0,7,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.2274,40.45839,980,1,0,0.0,7,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.22966,40.45819,980,1,0,0.0,7,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.22798,40.45776,980,1,0,0.0,7,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.22904,40.457,1980,1,1,0.08,7,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.2292,40.45683,1980,1,0,0.0,7,365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.47509,39.88155,369,1,0,0.0,2,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.72156,39.84305,503,1,0,0.0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116.35481,39.91241,570,1,2,0.16,20,353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.42062,39.93778,429,1,35,2.76,9,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.72348,39.95209000000001,295,1,0,0.0,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.49739,39.95599,201,1,0,0.0,1,180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.41487,39.93162,195,1,53,4.36,3,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.51918,39.92223,2651,1,0,0.0,1,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.46304,39.89462,852,1,3,0.3,34,340,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.22534,39.90582,255,1,23,1.96,1,231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
116.55702,39.90826,597,2,6,0.49,7,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46136,39.92504,577,1,37,2.94,4,168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.31666,39.88266,228,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
116.33758,39.88567000000001,389,1,29,2.55,1,174,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.41044,40.21455,2677,1,0,0.0,1,361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116.6478,39.88729,101,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.37582,39.91834,436,1,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.37076,39.91617,396,1,10,0.79,9,168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.41916,39.89543,168,1,14,1.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116.28172,39.96589,148,1,42,3.31,8,365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
115.9524,40.52071,765,1,0,0.0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.31097,40.05226,60,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
115.95131,40.52118,591,1,0,0.0,5,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
115.95262,40.52124,315,1,0,0.0,5,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.33434,39.87477,127,1,2,0.17,1,365,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
116.49527,39.86819000000001,403,10,1,0.08,1,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.32558,39.94478,208,2,0,0.0,12,351,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.29893,40.0258,188,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.43443,39.89284,456,1,41,3.32,4,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.32616000000002,39.96651,336,1,5,0.43,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.53882,39.81438,785,1,1,0.09,3,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116.66155,39.91688,396,1,0,0.0,28,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116.66006000000002,39.91737,396,1,1,0.1,28,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116.38021,39.86114,168,1,18,1.44,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.35953,39.86539000000001,201,1,1,0.08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.65657,39.91887,470,1,1,0.08,28,364,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116.47461,39.88323,255,1,0,0.0,2,365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.53806000000002,40.43281,1691,1,3,0.37,2,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.94539,40.42169000000001,986,1,0,0.0,1,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.46921,39.88972,356,2,0,0.0,1,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
116.47795,39.99728,557,1,1,0.08,45,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.32974,39.99107,591,1,1,0.09,16,363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.43266,39.89903,356,1,23,1.84,19,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.10019,40.44215,1980,1,0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115.99566000000002,40.36412,181,1,0,0.0,5,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.41323,39.93693,1631,1,5,0.54,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.41174,39.9351,691,1,7,0.76,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115.99376,40.36619,201,1,0,0.0,5,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
116.41344,39.93551,1201,1,8,0.68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117.16623,40.1204,188,1,1,0.09,4,181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
117.16517,40.12129,201,1,0,0.0,4,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.41741,39.93618,778,1,3,0.33,5,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.34467,40.01687,289,1,7,0.56,5,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.25479,40.26998,396,1,3,0.23,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
116.46564,39.89475,396,1,6,0.51,4,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.3709,39.83641,456,1,2,0.46,10,359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.3725,39.83757,329,1,11,1.03,10,357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.56081,39.91909,315,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.47482,39.91062,584,2,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.65132,39.89543,201,1,0,0.0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.31831,39.98414,490,1,4,0.56,23,340,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117.2516,40.25851,161,1,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
117.26789,40.64354,2590,1,2,0.4,7,363,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.62004,39.83683,235,1,0,0.0,11,365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
116.53747,40.43141,2087,1,0,0.0,11,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.53879,40.43318,691,1,2,0.3,11,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.53718,40.43185,1389,1,0,0.0,11,361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.53827,40.43315,1188,1,2,0.25,11,357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.53867,40.43151,1886,1,0,0.0,11,361,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.53846,40.43122,1389,1,0,0.0,11,359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116.49671,39.95744000000001,168,1,5,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.38997,39.94471,228,2,4,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.72473,39.95263,295,1,0,0.0,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.72485,39.95095,295,1,1,0.31,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.72486,39.95137,295,1,0,0.0,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.72327,39.95085,295,1,3,0.27,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.72308999999998,39.95228,295,1,0,0.0,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.72422,39.95257,295,1,0,0.0,10,180,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
116.30828,39.96724,570,1,9,0.77,8,357,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.41366,39.93718,1798,1,0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.56741,40.05966,664,365,0,0.0,1,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116.85074,40.46712,637,1,0,0.0,8,365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.37464,39.86909,597,1,1,0.08,1,364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.41213,39.93548,1624,1,1,0.09,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.85062,40.46519,1745,1,0,0.0,8,290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.84627,40.46721,718,1,0,0.0,8,283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.84915,40.46985,718,1,0,0.0,8,273,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.85079,40.46549,637,1,0,0.0,8,256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.8504,40.46582,960,1,0,0.0,8,275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.84874,40.46608,530,1,0,0.0,8,258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.41001,39.9616,329,2,22,1.75,1,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.38353,39.89905,295,1,45,3.53,4,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
117.25507,40.26688,161,1,0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.34123999999998,39.99044,336,1,10,0.8,21,314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.33991,39.98937,275,1,17,1.37,21,358,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.46711,39.98802,81,1,0,0.0,9,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
116.26774,39.90911,201,1,0,0.0,1,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
115.76755,40.45815,2000,1,1,0.08,5,167,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116.40032,39.94752,208,1,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.40396,40.00346,221,2,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117.26985,40.64693,698,1,2,0.16,2,208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.36567,39.91855,403,30,0,0.0,12,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.44311,39.95846,423,1,1,0.08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.45812,39.99373,161,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.55261000000002,40.08615,678,1,1,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116.44522,39.89271,490,1,44,3.5,8,165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.50592,39.91287,1496,1,1,0.27,30,320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.35301,40.00337,772,1,2,0.19,43,354,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.4545,39.91132,201,1,14,1.16,2,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
116.45539,39.98819,255,1,1,0.08,4,180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.40278,39.89109000000001,1295,1,31,2.5,11,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.59541000000002,39.93114,154,1,5,1.15,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.44297,39.95852,537,1,9,0.72,2,176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.55849,40.06821,2000,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116.30732,39.97764,161,1,28,2.58,7,139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.30405,39.89634,168,1,34,2.71,2,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.50749,39.9887,503,30,0,0.0,3,363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.45269,39.92933,671,2,2,0.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.40589,39.86206,664,60,1,0.09,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.39506000000002,40.10572,81,5,0,0.0,2,365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
116.395,40.10598,67,5,1,0.12,2,365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
117.12226,40.13957,201,1,0,0.0,9,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.40704,39.92454,597,1,21,1.72,9,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117.21699,40.33075,201,1,1,0.08,9,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.4623,39.92462,349,1,28,2.23,10,132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.35909,39.9402,302,1,35,2.91,3,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.46968,39.98899,127,7,2,0.17,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.30081,40.05452,389,1,4,0.4,4,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.31086,39.97634,490,1,20,1.69,25,312,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.49087,39.80383,456,1,2,0.19,2,356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.39829,39.93568,248,1,12,0.94,2,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.34681,39.92502,517,1,1,0.16,31,359,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116.4168,40.03433,235,2,24,2.05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117.22305,40.32978,148,1,0,0.0,9,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.38633,39.89415,302,7,1,0.08,1,363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
116.35117,40.00349,208,1,13,1.06,43,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
117.22359,40.32993,201,1,0,0.0,9,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.35126,40.00386,201,1,13,1.2,43,170,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.34724,39.91033,188,1,22,1.74,2,84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
116.44731000000002,39.94246,805,1,0,0.0,3,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.44389,39.93353,651,1,0,0.0,17,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.44546,39.93493,651,1,0,0.0,17,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117.21736,40.33078,282,1,1,0.08,9,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.09945,40.44629000000001,1597,1,1,0.12,6,363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116.35428,39.99952,591,1,16,1.26,11,359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117.2162,40.3317,282,1,0,0.0,9,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.47132,39.89996,436,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.36993,39.97902,490,1,18,1.42,25,361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.34279,39.96413,141,3,4,0.32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
117.2154,40.33223,282,1,0,0.0,9,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.47614,39.98904,530,1,32,3.37,2,359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.47214,39.90024,436,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117.21616000000002,40.33103,282,1,0,0.0,9,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
117.21734,40.33035,382,1,0,0.0,9,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116.47182,39.90073,389,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.35335,39.99868,221,1,17,1.36,5,176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.4701,39.90169,396,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46935,39.90098,376,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.47158,39.90108,396,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.47178,39.90017,450,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.47018,39.90082,409,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.40764,40.07996,302,1,6,0.48,4,87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
116.29228,39.96724,248,2,1,0.09,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.29165,39.96595,201,3,4,0.5,2,179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.35242,40.00038,262,2,7,0.56,5,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.41573,39.94587,691,1,1,0.08,5,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.35832,39.94626,597,1,1,0.08,2,106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.51234,39.9247,87,1,13,1.03,2,345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
116.46299,39.96068,148,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.34121,39.99255,309,1,35,2.79,43,172,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
116.3832,39.85846,74,1,15,1.18,2,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116.68439,40.11835,295,1,1,0.08,1,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
116.35429,39.99918,221,1,9,0.73,5,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.50926,39.76834,148,1,31,2.47,4,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.43054,40.07107,101,1,0,0.0,7,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
115.98489,40.45568,1000,1,0,0.0,21,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116.48307,39.98961,698,1,6,0.68,21,350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.45632,39.99736,215,1,4,0.32,11,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
115.9759,40.45767,1000,1,0,0.0,21,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116.4576,39.91359,658,1,4,0.32,1,181,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.53841,39.91289,148,3,3,0.24,1,284,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.54373,39.93394,188,7,4,0.41,3,351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.44773,39.94296,201,20,3,0.37,2,357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.37882,39.99176,201,1,37,2.92,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.42062,39.91361,597,1,0,0.0,2,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.45621,39.86928,463,1,3,0.34,9,180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.34694,40.01855,188,1,40,3.27,11,103,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.30479,39.98419000000001,188,1,39,3.07,5,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.44337,39.93587,148,1,33,2.61,19,262,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
116.35488,39.95179,268,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.46332,39.89904,436,1,1,0.09,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46356000000002,39.89772,429,1,1,0.16,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46344,39.89841,429,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.46295,39.89919,450,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46294,39.89777,389,1,0,0.0,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46447,39.89811,409,1,3,0.44,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46373,39.89784,429,1,1,0.28,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.46491,39.89844,436,1,1,0.09,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.4645,39.89946,416,1,4,0.42,21,364,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.35546,39.97935,597,1,3,0.24,7,365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
116.45256,39.91368,698,1,0,0.0,3,363,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116.6015,39.92634,127,1,0,0.0,1,89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.41576,39.98096,161,1,59,4.68,5,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.45239,39.92024,208,2,89,7.01,2,349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
116.40198999999998,39.85525,141,1,13,1.12,3,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.40157,39.85664000000001,134,1,11,0.87,3,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115.97547,40.45629,1000,1,0,0.0,21,84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116.37352,39.85413,148,1,11,0.88,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116.79712,39.70793,322,1,0,0.0,3,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
